onset	duration	trial_type	file	expected_answer	answer	reaction_time
0.0	2.069	ITI	Rien	0	0	0.0
2.069	0.4849206349206349	betty	214_voyelle	0	0	0.0
2.553920634920635	0.777079365079365	answer	Rien	-2	1	0.777079365079365
3.331	8.765	ITI	Rien	0	0	0.0
12.096	0.3878458049886621	betty	214_pouvez	0	0	0.0
12.483845804988663	1.2611541950113363	answer	Rien	-2	2	1.2611541950113363
13.745	7.901999999999999	ITI	Rien	0	0	0.0
21.647	0.4126303854875283	anne	182_toussez	0	0	0.0
22.059630385487527	1.2513696145124733	answer	Rien	-1	2	1.2513696145124733
23.311	7.327999999999999	ITI	Rien	0	0	0.0
30.639	0.7627664399092969	anne	182_mardi	0	0	0.0
31.401766439909295	0.29123356009070633	answer	Rien	-1	3	0.29123356009070633
31.693	7.940000000000001	ITI	Rien	0	0	0.0
39.633	0.464625850340136	chloe	233_penser	0	0	0.0
40.09762585034014	0.5273741496598632	answer	Rien	-3	1	0.5273741496598632
40.625	8.479	ITI	Rien	0	0	0.0
49.104	0.8311337868480726	chloe	233_francais	0	0	0.0
49.93513378684807	1.825866213151933	answer	Rien	-3	2	1.825866213151933
51.761	9.439999999999998	ITI	Rien	0	0	0.0
61.201	0.6545351473922902	betty	214_jeudi	0	0	0.0
61.85553514739229	0.8754648526077133	answer	Rien	-2	1	0.8754648526077133
62.731	8.577999999999996	ITI	Rien	0	0	0.0
71.309	0.4357142857142857	chloe	233_hallo	0	0	0.0
71.74471428571428	1.340285714285713	answer	Rien	-3	3	1.340285714285713
73.085	7.1370000000000005	ITI	Rien	0	0	0.0
80.222	0.6176643990929706	anne	182_quatre	0	0	0.0
80.83966439909297	0.5513356009070378	answer	Rien	-1	1	0.5513356009070378
81.391	7.903999999999996	ITI	Rien	0	0	0.0
89.295	0.6878231292517006	anne	182_lundi	0	0	0.0
89.9828231292517	0.5021768707483005	answer	Rien	-1	1	0.5021768707483005
90.485	8.120999999999995	ITI	Rien	0	0	0.0
98.606	0.42	betty	214_partie	0	0	0.0
99.026	0.8170000000000073	answer	Rien	-2	2	0.8170000000000073
99.843	7.915999999999997	ITI	Rien	0	0	0.0
107.759	0.5071655328798186	betty	214_neutre	0	0	0.0
108.26616553287982	0.9968344671201805	answer	Rien	-2	1	0.9968344671201805
109.263	8.920999999999992	ITI	Rien	0	0	0.0
118.184	0.5902040816326529	chloe	233_toussez	0	0	0.0
118.77420408163265	0.686795918367352	answer	Rien	-3	3	0.686795918367352
119.461	9.866	ITI	Rien	0	0	0.0
129.327	0.7329705215419501	chloe	233_quatre	0	0	0.0
130.05997052154194	0.8430294784580497	answer	Rien	-3	2	0.8430294784580497
130.903	8.451999999999998	ITI	Rien	0	0	0.0
139.355	0.483061224489796	anne	182_partie	0	0	0.0
139.8380612244898	0.7189387755101961	answer	Rien	-1	1	0.7189387755101961
140.557	8.189000000000021	ITI	Rien	0	0	0.0
148.746	0.6468934240362811	anne	182_voyelle	0	0	0.0
149.3928934240363	1.1781065759637102	answer	Rien	-1	1	1.1781065759637102
150.571	7.963999999999999	ITI	Rien	0	0	0.0
158.535	0.6852380952380952	betty	214_mardi	0	0	0.0
159.2202380952381	1.2087619047619	answer	Rien	-2	2	1.2087619047619
160.429	7.0989999999999895	ITI	Rien	0	0	0.0
167.528	0.33918367346938777	betty	214_penser	0	0	0.0
167.86718367346938	1.5318163265306168	answer	Rien	-2	1	1.5318163265306168
169.399	7.201999999999998	ITI	Rien	0	0	0.0
176.601	0.5778684807256236	chloe	233_partie	0	0	0.0
177.1788684807256	0.4081315192743773	answer	Rien	-3	3	0.4081315192743773
177.587	8.405000000000001	ITI	Rien	0	0	0.0
185.992	0.4461678004535147	anne	182_penser	0	0	0.0
186.4381678004535	1.0488321995464958	answer	Rien	-1	1	1.0488321995464958
187.487	8.693000000000012	ITI	Rien	0	0	0.0
196.18	0.7930385487528344	chloe	233_lundi	0	0	0.0
196.97303854875284	2.4859614512471637	answer	Rien	-3	1	2.4859614512471637
199.459	5.793000000000006	ITI	Rien	0	0	0.0
205.252	0.7290702947845805	anne	182_jeudi	0	0	0.0
205.9810702947846	0.49792970521542657	answer	Rien	-1	2	0.49792970521542657
206.479	8.800999999999988	ITI	Rien	0	0	0.0
215.28	0.5675963718820861	betty	214_lundi	0	0	0.0
215.84759637188208	0.8074036281179247	answer	Rien	-2	2	0.8074036281179247
216.655	7.538999999999987	ITI	Rien	0	0	0.0
224.194	0.6146031746031746	betty	214_francais	0	0	0.0
224.80860317460315	1.1523968253968633	answer	Rien	-2	2	1.1523968253968633
225.961	7.8629999999999995	ITI	Rien	0	0	0.0
233.824	0.7373015873015873	chloe	233_jeudi	0	0	0.0
234.5613015873016	0.5776984126983962	answer	Rien	-3	3	0.5776984126983962
235.139	7.917000000000002	ITI	Rien	0	0	0.0
243.056	0.6907256235827665	anne	182_neutre	0	0	0.0
243.7467256235828	0.5422743764171969	answer	Rien	-1	1	0.5422743764171969
244.289	7.999000000000024	ITI	Rien	0	0	0.0
252.288	0.4803174603174603	anne	182_pouvez	0	0	0.0
252.76831746031746	0.7326825396825427	answer	Rien	-1	2	0.7326825396825427
253.501	7.780000000000001	ITI	Rien	0	0	0.0
261.281	0.317687074829932	betty	214_hallo	0	0	0.0
261.5986870748299	1.1883129251700666	answer	Rien	-2	2	1.1883129251700666
262.787	8.920000000000016	ITI	Rien	0	0	0.0
271.707	0.7879138321995465	chloe	233_neutre	0	0	0.0
272.49491383219953	0.8920861678004712	answer	Rien	-3	2	0.8920861678004712
273.387	6.437999999999988	ITI	Rien	0	0	0.0
279.825	0.7115419501133787	chloe	233_voyelle	0	0	0.0
280.53654195011336	0.9124580498866521	answer	Rien	-3	3	0.9124580498866521
281.449	8.483000000000004	ITI	Rien	0	0	0.0
289.932	0.4214739229024944	betty	214_toussez	0	0	0.0
290.35347392290254	1.7915260770974442	answer	Rien	-2	2	1.7915260770974442
292.145	6.781000000000006	ITI	Rien	0	0	0.0
298.926	0.6693197278911565	anne	182_francais	0	0	0.0
299.59531972789114	0.4656802721088411	answer	Rien	-1	1	0.4656802721088411
300.061	8.972000000000037	ITI	Rien	0	0	0.0
309.033	0.4	chloe	233_pouvez	0	0	0.0
309.433	0.9820000000000277	answer	Rien	-3	2	0.9820000000000277
310.415	8.24799999999999	ITI	Rien	0	0	0.0
318.663	0.4651927437641724	anne	182_hallo	0	0	0.0
319.1281927437642	0.970807256235787	answer	Rien	-1	3	0.970807256235787
320.099	7.875	ITI	Rien	0	0	0.0
327.974	0.8059410430839002	chloe	233_mardi	0	0	0.0
328.7799410430839	1.355058956916082	answer	Rien	-3	2	1.355058956916082
330.135	6.912000000000035	ITI	Rien	0	0	0.0
337.047	0.4672789115646258	betty	214_quatre	0	0	0.0
337.51427891156465	0.7627210884353417	answer	Rien	-2	2	0.7627210884353417
338.277	6.331000000000017	ITI	Rien	0	0	0.0
